Name,Location,Address,PRICE RANGE,CUISINES,SPECIAL DIETS,Meals,FEATURES,Link,Southern-Italian,Japanese Fusion,Korean,Indonesian,Middle Eastern,Central-Italian,Diner,Steakhouse,Pizza,Southwestern,Wine Bar,Cajun & Creole,Bar,Latin,Seafood,Scottish,Mexican,Singaporean,Central European,Spanish,Deli,Cafe,Barbecue,Gastropub,Italian,Mongolian,Vietnamese,Thai,International,French,Contemporary,Polynesian,German,Afghani,Street Food,Lebanese,Australian,Cuban,Pub,Soups,Fusion,Moroccan,Caribbean,Dining bars,Sushi,Sri Lankan,Portuguese,Malaysian,Asian,British,Mediterranean,Turkish,Healthy,Indian,Irish,Pakistani,Arabic,Sicilian,Japanese,African,Fast Food,Beer restaurants,Fujian,Chinese,European,American,Grill,Dog Friendly,Gift Cards Available,Serves Alcohol,Digital Payments,Accepts Credit Cards,Buffet,Accepts Mastercard,BYOB,Live Music,Family style,Table Service,Takeout,Wheelchair Accessible,Wine and Beer,Full Bar,Accepts Discover,Cash Only,Free off-street parking,Valet Parking,Private Dining,Delivery,Accepts Visa,Television,Highchairs Available,Validated Parking,Reservations,Jazz Bar,Non-smoking restaurants,Free Wifi,Accepts American Express,Street Parking,Beach,Parking Available,Outdoor Seating,Waterfront,Seating,Halal,Vegetarian Friendly,Kosher,Nonveg,Vegan Options,Gluten Free Options,Drinks,Late Night,Lunch,Breakfast,Brunch,Dinner,Budget,Low,Medium,High,cluster
Cloud9 Rooftop Lounge,"Melbourne Avenue The Ocean Colombo, 40, Colombo 00400 Sri Lanka","Melbourne Avenue The Ocean Colombo, 40, Colombo 00400","[' 593 ', '  1,978']","Bar, Barbecue, Fusion, Wine Bar, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d8410958-Reviews-Cloud9_Rooftop_Lounge-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,Low,1,0,0,3
Choco Luv,"No 16 Flower Road, Colombo 00700 Sri Lanka","Flower Road, Colombo 00700 ","[' 59,347 ', '  108,803']","Cafe, Fast Food","Vegetarian Friendly, Vegan Options, Gluten Free Options","Late Night, Drinks","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d2307112-Reviews-Choco_Luv-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,High,0,0,1,3
"Singhalease Sports Club - Restautant, Bar and Cafe","07 35 Maitland Place, Colombo, Colombo 00700 Sri Lanka","Maitland Place, Colombo, Colombo 00700","[' 989 ', '  2,967']","Bar, Pub",Vegetarian Friendly,"Lunch, Dinner, Drinks","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d5016477-Reviews-Singhalease_Sports_Club_Restautant_Bar_and_Cafe-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,Low,1,0,0,3
Flavors,"Lotus Road, Colombo Sri Lanka","Lotus Road, Colombo","[' 1000 ', '  20 000']",Indian,"Vegetarian Friendly, Vegan Options","Dinner, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d3511790-Reviews-Flavors-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,Medium,0,1,0,3
Playtrix Sports Bar and Cafe,"137 Sir James Pieris Mawatha Colombo City Centre Mall, Colombo 00200 Sri Lanka","Sir James Pieris Mawatha Colombo City Centre Mall, Colombo 00200 ","[' 500 ', '  1,400']","American, Gastropub, Sri Lankan",Vegetarian Friendly,"Dinner, Lunch, Late Night","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d7931108-Reviews-Playtrix_Sports_Bar_and_Cafe-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,Low,1,0,0,3
Pizza Hut,"No. 134 Colombo Road, Colombo 00200 Sri Lanka","Colombo Road, Colombo 00200 ","[' 1000 ', '  40 000']","Italian, Pizza, Fast Food",Vegetarian Friendly,"Lunch, Dinner","Serves Alcohol, Full Bar, Reservations, Seating, Parking Available, Valet Parking, Television, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6721622-Reviews-Pizza_Hut-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Medium,0,1,0,3
Zylan Luxury Villa,"No 115 Rosmead Place Colombo 07, Colombo Sri Lanka","Rosmead Place Colombo 07, Colombo ","[' 500 ', '  40 000']","Japanese, Asian, Sushi",Vegetarian Friendly,"Dinner, Lunch","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d8003912-Reviews-Zylan_Luxury_Villa-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Medium,0,1,0,3
Indo Ceylon Cafe & Dosa King,"284 Galle Road, Colombo Sri Lanka","Galle Road, Colombo","[' 500 ', '  40 000']","Indian, Sri Lankan",Vegetarian Friendly,"Lunch, Dinner, Breakfast","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d10475841-Reviews-Indo_Ceylon_Cafe_Dosa_King-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,Medium,0,1,0,3
Fazly's Halal Refreshment,"No 1 Vellons Passage, Colombo Sri Lanka","Vellons Passage, Colombo","[' 500 ', '  40 000']",Fast Food,Halal,"Dinner, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d12952029-Reviews-Fazly_s_Halal_Refreshment-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,Medium,0,1,0,3
Shiwu Chinese Restaurant,"590 Colombo - Galle Main Road Marino Mall, Colombo Sri Lanka","Colombo - Galle Main Road Marino Mall, Colombo","[' 1000 ', '  40 000']","Chinese, Asian",Vegetarian Friendly,"Dinner, Lunch","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d16881127-Reviews-Shiwu_Chinese_Restaurant-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Medium,0,1,0,3
Navayuga Indian Restaurant,"9 Abdul Caffoor Mawatha, Colombo Sri Lanka","Abdul Caffoor Mawatha, Colombo ","[' 500 ', '  40 000']","Indian, Asian","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d3839819-Reviews-Navayuga_Indian_Restaurant-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,Medium,0,1,0,3
Spice Coast,"Marine Drive, Colombo Sri Lanka","Marine Drive, Colombo","[' 500 ', '  40 000']","Indian, Asian, Thai, Sri Lankan","Vegetarian Friendly, Vegan Options, Halal","Lunch, Dinner","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d6116358-Reviews-Spice_Coast-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,Medium,0,1,0,3
RAMEN HAMAKAZE Colombo,"91 Perahera Mawatha, Colombo 00002 Sri Lanka","Perahera Mawatha, Colombo 00002","[' 1,000 ', '  2,500']","Japanese, Asian, Diner, Soups","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d15843809-Reviews-RAMEN_HAMAKAZE_Colombo-Colombo_Western_Province.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,Low,1,0,0,3
Sushi Bar,"115, Sir Chittampalam A.Gardiner Mawatha Cinnamon Lakeside Colombo, Colombo 2 Sri Lanka","Cinnamon Lakeside Colombo, Colombo","[' 1000 ', '  40 000']","Japanese, Sushi, Asian",Vegetarian Friendly,"Dinner, Lunch","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d4409878-Reviews-Sushi_Bar-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Medium,0,1,0,3
The Embazzy,"No. 76/1, Flower Road, Colombo Sri Lanka","Flower Road, Colombo 00700 ","[' 1,000 ', '  3,000']",Cafe,Vegetarian Friendly,"Lunch, Dinner","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d14090394-Reviews-The_Embazzy-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Low,1,0,0,3
Crossroads  Café and Restaurant,"292 Nawala Road Nawala, Colombo Sri Lanka","Nawala Road Nawala, Colombo ","[' 500 ', '  40 000']","Sri Lankan, International",Vegetarian Friendly,"Lunch, Dinner","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d1746046-Reviews-Crossroads_Cafe_and_Restaurant-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Medium,0,1,0,3
The Gardenia Coffee Shop,"30 Sir Mohamed Macan Markar Mawatha Ramada Colombo, Colombo 00300 Sri Lanka"," Sir Mohamed Macan Markar Mawatha Ramada Colombo, Colombo 00300 ","[' 396 ', '  5,935']","Fusion, Japanese, Indian, International, Sri Lankan",Vegetarian Friendly,"Breakfast, Lunch, Dinner","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d7353849-Reviews-The_Gardenia_Coffee_Shop-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,Medium,0,1,0,3
La Veranda,"55 Ananda Coomaraswamy Mawatha, Colombo 00700 Sri Lanka","Ananda Coomaraswamy Mawatha, Colombo 00700 ","[' 200 ', '  1,000']","Arabic, Italian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d12991225-Reviews-La_Veranda-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,Low,1,0,0,3
3Brothers Italian Bistro,"180 Park Road, Colombo 00500 Sri Lanka","Park Road, Colombo 00500","[' 1,978 ', '  4,946']","Italian, Pizza, Deli","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Drinks","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d20287679-Reviews-3Brothers_Italian_Bistro-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,Low,1,0,0,3
Fat Panda,"Sea Avenue 31 a 31 A, Colombo Sri Lanka","Sea Avenue 31 a 31 A, Colombo","[' 800 ', '  1,500']","Asian, Thai, Chinese","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d12450453-Reviews-Fat_Panda-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,Low,1,0,0,3
Cafe Bagatalle,"No. 18 Bagatalle Road, Colombo 00300 Sri Lanka","Bagatalle Road, Colombo 00300","['1,500 ', ' 2,500']","American, Cafe, International, Sri Lankan, Asian, Soups","Vegetarian Friendly, Vegan Options","Lunch, Breakfast, Dinner","Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Wheelchair Accessible, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d12249237-Reviews-Cafe_Bagatalle-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,Low,1,0,0,3
TosakanthíS Rosat Paan,"20 De Fonseka Road, Colombo 00500 Sri Lanka","De Fonseka Road, Colombo 00500","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Drinks","Delivery, Takeout, Outdoor Seating, Private Dining, Seating, Parking Available, Street Parking, Free off-street parking, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d16726523-Reviews-Tosakanth_S_Rosat_Paan-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,Low,1,0,0,3
Curve,"Park Street Mews, 50/1 Park street Colombo 2, Colombo 00200 Sri Lanka","Park Street Mews, Park street Colombo 2, Colombo 00200","['1,500 ', ' 2,500']",Bar,"Vegetarian Friendly, Vegan Options","Dinner, Lunch, Drinks","Outdoor Seating, Seating, Street Parking, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Table Service, Accepts Credit Cards, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d4831646-Reviews-Curve-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,Low,1,0,0,3
